名称及规格,单位,数量,市场价,合计,单位面积用量
C20预拌豆石砼 C20,m3,129.5526,360.0,44843.06,0.0101403099562
离心杂质泵 ,台,8.0,5500.0,44000.0,0.000626174076393
水表 DN20 ,块,150.0,270.0,40500.0,0.0117407639324
BV10 ,m,6904.38,5.83,40252.54,0.540417971196
NHYJV-4*25+1*16 ,m,403.1314,96.52,38910.24,0.0315538040075
C15预拌砼 C15,m3,114.1559,340.0,38813.0,0.00893518315592
NHYJV-5*16 ,m,530.2096,71.46,37888.78,0.0415004383219
塑料管卡20以内 ,个,28461.9734,1.3,37000.57,2.22776873826
钢筋成型加工及运费 Φ10以外,kg,360988.6,0.101,36459.85,28.2552128992
II 级钢筋 Φ10以外,kg,8982.075,3.757,33745.66,0.703042814652
普通消火栓 DN65（双栓）（含4具灭火器） ,套,20.0,1632.0,32640.0,0.00156543519098
电缆桥架SR400*150加隔板 ,m,153.2625,211.25,32376.7,0.0119961255479
轻钢龙骨50*20 ,m,5032.6672,6.41,32259.4,0.393915716969
PVC 阻燃塑料管 20,m,13712.9417,2.35,32225.41,1.07333607545
1:2水泥砂浆 1:2,m3,89.938,350.47,31520.57,0.00703960551033
锥螺纹套筒 Φ25以内,个,4809.62,6.324,30416.04,0.376457420163
焊接钢管 20,m,4624.3336,6.57,30376.51,0.361954727614
减压稳压消火栓 DN65（双栓）（内含4具灭火器） ,套,18.0,1683.0,30294.0,0.00140889167188
防裂腻子 ,kg,20983.7125,1.428,29964.74,1.64243209925
嵌缝膏 CSPE,支,1739.7232,17.0,29575.29,0.136171195992
PPR铝塑转换接头20*3/4 ,个,1901.2,15.5,29468.6,0.148810269255
C15预拌豆石砼 C15,m3,88.2623,340.0,29269.47,0.00690844552286
焊接钢管 25,m,3022.9423,9.5,28717.95,0.236611012837
粘接胶 ,kg,537.993,52.75,28379.13,0.0421096587351
KBG扣压式薄壁钢管 25,m,3257.89,8.44,27496.59,0.255000782718
NHBV-2.5 ,m,9961.0012,2.62,26097.82,0.779665090795
阻火圈 DN100 ,个,152.0,163.2,24806.4,0.0118973074515
衬塑钢管 50,m,314.0478,77.72,24407.8,0.0245810738885
JS-复合防水涂料 ,kg,2900.8494,8.2,23786.96,0.227054586725
50厚挤塑聚苯板 ,m3,32.6003,714.0,23276.61,0.00255168284283
PPR塑料管DE25 ,m,2735.5992,8.16,22322.49,0.214120162805
玻璃棉管壳 ,m3,36.5753,600.0,21945.18,0.00286281308704
阻火圈 DN75 ,个,228.0,91.8,20930.4,0.0178459611772
水泥砂浆板通风道400*500 ,m,404.352,51.0,20621.95,0.0316493425172
50厚膨胀聚苯板 ,m2,1255.317,16.32,20486.77,0.098255870382
C20预拌砼 C20,m3,55.9317,360.0,20135.41,0.00437787257358
加气混凝土条板 ,m2,311.5455,64.26,20019.91,0.0243852144646
衬塑钢管 40,m,323.6562,61.2,19807.76,0.025333140263
ZRYJV-4*25+1*16 ,m,235.128,84.07,19767.21,0.0184038822793
散热器 450 ,片,514.09,36.0,18507.24,0.0402387288666
1:3聚胺酯 ,kg,934.2679,19.0,17751.09,0.0731267924233
PPR塑料管DE20 ,m,3012.1416,5.81,17500.54,0.235765623043
电缆桥架SR200*100 ,m,175.8449,94.45,16608.55,0.0137636897307
水泥砂浆板通风道320*300 ,m,421.2,37.74,15896.09,0.0329680651221
减压稳压消火栓 DN65（单栓）（含4具灭火器） ,套,11.0,1428.0,15708.0,0.000860989355041
室内乳胶漆 ,kg,1345.4504,11.4,15338.13,0.105310770194
ZRJV-4*25+1*16 ,m,155.3986,84.07,13064.36,0.0121633218535
BV70 ,m,325.08,38.62,12554.59,0.0254445835942
PVC 阻燃塑料管 15,m,6644.543,1.84,12225.96,0.52008007201
焊接钢管 70,m,449.7127,26.08,11715.15,0.0351998043206
PVC-U 下水塑料管件(室内) 100,个,1001.952,11.58,11602.6,0.0784245460238
矿棉吸音板 ,m2,327.063,35.0,11447.21,0.0255997964934
安全出口指示灯（自带蓄电池） ,套,103.02,110.0,11332.2,0.00806355666875
锁闭调节阀DN15 ,个,303.0,35.7,10817.1,0.0237163431434
普通钢板 δ=2,m2,166.9776,62.455,10428.59,0.0130696305573
镀锌预埋铁件 ,kg,2323.0,4.44,10314.12,0.181825297433
镀锌扁钢 ,kg,2299.9479,3.37,10240.49,0.180020969004
塑料管卡25以内 ,个,6758.5392,1.5,10137.81,0.529002755166
焊接钢管 100,m,237.957,42.53,10120.31,0.018625313087
玻璃棉毡 ,m3,44.2208,217.26,9607.41,0.00346123982467
镀锌钢管 15,m,1312.2206,7.26,9526.72,0.102709815279
PVC-U 螺旋消声塑料管100,m,357.84,26.01,9307.42,0.0280087664371
塑料水落管 Φ100,m,403.9012,23.0,9289.73,0.031614057608
铜端子 10,个,1289.0704,2.0,8936.1,0.100897808391
PVC 阻燃塑料管 25,m,3232.5075,2.75,8889.4,0.253014049781
焊接钢管 150,m,121.2566,70.77,8581.33,0.00949096743895
M5水泥砂浆 M5,m3,39.714,207.88,8255.75,0.00310848465874
PVC-U 螺旋消声塑料管75,m,606.69,13.26,8044.71,0.0474866938009
焊接钢管 32,m,651.3999,12.29,8005.7,0.0509862163431
衬塑钢管 100,m,49.3374,161.16,7951.22,0.00386172510958
烤漆钢管 ,m,610.2663,13.0,7933.46,0.0477666170946
KBG扣压式薄壁钢管 20,m,1151.334,6.63,7633.34,0.0901169380088
玻璃棉 δ=20,m2,538.452,14.0,7538.33,0.0421455854728
水性封底漆(普通) ,kg,1093.5922,6.834,7473.61,0.0855973857232
端子箱 ,台,148.0,50.0,7400.0,0.0115842204133
铜端子 16,个,438.48,16.5,7234.92,0.0343206011271
PPR内丝弯头De20 ,个,690.0,10.4,7176.0,0.0540075140889
单相带保护门二、三极插座（卧室、起居室） ,个,1101.6,6.5,7160.4,0.0862241703193
膨胀螺栓 ,个,70441.0252,0.1,7044.1,5.51354298685
塑料接线盒 86HS,个,4310.4782,1.62,6982.97,0.337388713212
玻璃丝布 ,m2,2725.5025,2.856,6948.38,0.213329876331
水表 DN15 ,块,144.0,47.94,6903.36,0.0112711333751
电缆桥架SR800*150加隔板 ,m,16.9845,400.05,6794.65,0.00132940670006
走道普通吸顶灯 ,套,167.66,40.0,6706.4,0.013123043206
调合漆 ,kg,568.6958,9.5,6705.89,0.0445128209142
乳胶漆[顶棚] ,kg,751.0946,8.058,6052.32,0.0587894959299
焊接钢管 40,m,397.1627,15.08,5988.94,0.0310866233563
M2.5混合砂浆 M2.5,m3,30.3111,196.89,5967.95,0.00237250313087
铜端子 70,个,590.73,8.8,5943.84,0.0462374765185
PVC-U 下水塑料管 50,m,668.3904,8.67,5794.94,0.0523160926738
镀锌法兰Φ50 ,个,460.997,12.566,5792.89,0.0360830463369
膨胀螺栓 Φ10,套,3996.646,1.43,5715.2,0.312824514715
YJV-5*6 ,m,271.387,20.89,5669.27,0.0212419380088
接线箱 700,个,266.0,21.0,5586.0,0.0208202880401
板方材 ,m3,3.281,1198.0,5485.07,0.000256809643081
防火材料 ,m3,2.163,2500.0,5407.5,0.000169301815905
入盒接头及锁扣 20,套,1997.4069,2.7,5393.0,0.156340552599
Φ50钢管扶手 ,m,379.05,13.88,5261.21,0.0296689104571
散热器对丝 38,个,8744.11,0.6,5246.47,0.684416875391
PVC-U 下水塑料管 100,m,214.704,23.46,5036.96,0.0168052598622
衬塑钢管 32,m,104.55,47.94,5012.13,0.00818331246086
镀锌钢管 40,m,238.884,20.97,5009.4,0.0186978710081
滑球式止回阀DN100 ,个,8.0,622.2,4977.6,0.000626174076393
矿棉板吊顶专用龙骨50*15 ,m,1274.5838,3.8,4843.42,0.0997639167188
PVC-U 上水塑料管 40,m,823.548,5.8,4776.58,0.0644605510332
普通灯 ,套,94.94,49.0,4652.06,0.0074311208516
焊接钢管 80,m,141.0769,32.83,4631.55,0.0110423371947
双管荧光灯（自带电容补偿） ,套,61.61,75.0,4620.75,0.00482232310582
钢丝网 ,m2,1490.3736,3.2,4601.52,0.116654164058
防潮底漆 ,kg,399.48,11.5,4594.02,0.0312680025047
柔性下水铸铁管 100,m,61.248,74.8,4581.35,0.00479398872887
电缆桥架SR500*100 ,m,21.9593,207.88,4564.9,0.00171879304947
闸阀DN100 ,个,10.01,446.76,4472.07,0.000783500313087
闸阀DN25 ,个,76.76,56.3,4321.59,0.00600814026299
PVC-U 下水塑料管件(室内) 75,个,835.8444,5.17,4321.32,0.0654230118973
衬塑钢管接头零件室内) 50,个,200.4364,21.48,4305.37,0.0156885097057
YJV-4*50+1*25 ,m,29.997,135.92,4077.19,0.0023479179712
丝扣截止阀 20,个,151.5,26.5,4014.75,0.0118581715717
电焊条(综合) ,kg,774.0105,8.364,4014.29,0.0605831637445
焊锡 ,kg,137.1839,29.0,3978.33,0.0107376252348
锁闭阀DN20 ,个,145.44,27.0,3926.88,0.0113838447088
型钢 ,kg,1656.0008,3.75,3926.46,0.129618096431
泡沫塑料条 ,m,9532.1336,0.4,3812.85,0.74609686913
1:3水泥砂浆 1:3,m3,12.911,294.39,3800.87,0.00101056668754
单相三极空调插座 ,个,496.74,7.45,3700.71,0.0388807138384
座灯灯口 ,个,1179.12,3.0,3537.36,0.0922917971196
蝶阀DN150 ,个,6.0,550.8,3304.8,0.000469630557295
单联三接点声光控延时开关 ,个,93.84,35.2,3303.17,0.00734502191609
过滤器DN15 ,个,150.0,22.0,3300.0,0.0117407639324
柔性下水铸铁管 50,m,87.208,37.4,3261.58,0.00682592360676
防锈漆 ,kg,258.118,12.54,3236.8,0.0202033500313
拉线箱300 ,个,177.691,18.0,3198.44,0.013908187226
PVC管专用弹簧 ,根,227.6222,13.75,3129.81,0.0178163901064
减压阀DN32 ,个,12.12,255.51,3096.78,0.000948653725736
BV35 ,m,162.54,18.87,3067.13,0.0127222917971
衬塑钢管接头零件室内) 40,个,227.1939,13.25,3010.32,0.0177828663118
PPR弯头De25 ,个,872.6,3.37,2940.66,0.0682999373826
柔性下水铸铁管接头零件(室内) 100,个,92.7768,31.54,2926.18,0.00726180338134
水嘴 15(铜),个,145.44,20.0,2908.8,0.0113838447088
丝扣截止阀 15,个,145.44,19.7,2865.17,0.0113838447088
NHYJV-5*10 ,m,54.54,51.87,2828.99,0.00426894176581
耐碱涂塑玻纤网格布 ,m2,1667.4278,1.67,2784.6,0.130512507827
PPR铝塑弯头20 ,个,1901.2,1.43,2718.71,0.148810269255
PPR转换接头De20 ,个,217.7,12.44,2708.19,0.0170397620539
焊接钢管 50,m,139.4089,19.16,2664.52,0.0109117798998
聚苯乙烯泡沫塑料板 ,m3,4.289,600.0,2573.4,0.000335707576706
蝶阀DN100 ,个,6.0,428.4,2570.4,0.000469630557295
镀锌铁丝 13#-17#,kg,624.5503,4.1,2560.66,0.048884650908
扁钢 60以内,kg,1073.8409,2.37,2545.0,0.0840514167188
单相二、三极防溅插座（厨房） ,个,293.76,8.6,2526.34,0.0229931120852
PPR转换接头De25 ,个,145.4,17.14,2492.16,0.0113807138384
钢管栏杆 ,m,188.7457,13.0,2453.69,0.0147734580463
KBG螺纹管接头 Φ25,个,814.4725,3.0,2443.42,0.0637501956794
膨胀螺栓 Φ12,套,1565.6,1.56,2442.34,0.12254226675
塑料胶粘带 20*50,卷,538.31,4.5,2422.4,0.0421344708829
入盒接头及锁扣 15,套,967.8344,2.5,2419.59,0.0757541014402
PPR铝塑三通20 ,个,1294.3,1.84,2381.51,0.101307138384
单控单联跷板开关 ,个,564.06,4.2,2369.05,0.0441499686913
塑料灯头盒 S1-S4,个,1393.8555,1.62,2258.05,0.109099522542
水表 DN50 ,块,8.0,277.44,2219.52,0.000626174076393
闸阀DN50 ,个,12.12,175.95,2132.51,0.000948653725736
角钢 63以内,kg,688.1507,2.37,2111.93,0.053862766124
塑料台 ,个,1497.3,1.4,2096.22,0.117196305573
衬塑钢管 20,m,84.8844,24.58,2086.46,0.00664405134627
乳液型建筑胶粘剂 ,kg,1299.9212,1.6,2079.87,0.101747119599
建筑胶 ,kg,1079.5575,1.877,2026.34,0.0844988650595
C10预拌砼 C10,m3,6.6959,300.0,2008.77,0.000524099874765
乙炔气 ,m3,133.4249,15.0,2001.37,0.0104434016907
电缆桥架SR100*100 ,m,32.964,60.49,1993.99,0.00258015028178
PPR弯头De20 ,个,1377.3,1.43,1969.54,0.107803694427
PVC-U 下水塑料管件(室内) 50,个,651.1104,3.02,1966.35,0.0509635566688
钢管 ,m,125.628,15.6,1959.8,0.00983312460864
PPR过桥De25 ,个,254.4,7.7,1958.88,0.0199123356293
其他构件 ,t,0.2875,6752.0,1941.2,2.25031308704e-05
机房防潮灯 ,套,36.36,53.0,1927.08,0.00284596117721
普通灯泡 ,个,1635.64,1.15,1880.99,0.128024420789
接线盒 86H,个,846.5878,2.2,1862.49,0.0662639167188
座便器 ,件,4.04,459.0,1854.36,0.000316217908579
PPR过桥De20 ,个,329.9,5.61,1850.74,0.0258218534753
衬塑钢管 25,m,49.1232,37.64,1849.0,0.00384495929869
油麻 ,kg,338.6267,5.4,1828.58,0.0265049076393
30厚挤塑聚苯板 ,m3,2.5507,714.0,1821.2,0.000199647777082
直管接头 20,个,2263.7278,0.8,1810.98,0.177185958046
单控双联跷板开关 ,个,350.88,5.1,1789.49,0.0274639949906
橡胶软管接头 DN100 ,个,8.0,222.36,1778.88,0.000626174076393
镀锌活接头 15,个,1094.84,1.62,1773.64,0.0856950532248
汽油 60#-70#,kg,603.4039,2.9,1749.88,0.0472294849718
电力复合脂 一级,kg,86.15,20.0,1723.0,0.00674311208516
KBG扣压式薄壁钢管 32,m,156.045,10.96,1710.25,0.0122139167188
衬塑钢管 15,m,89.6478,19.07,1709.58,0.00701689104571
焊锡丝 ,kg,58.452,29.0,1695.11,0.00457514088917
UPVC洗衣机地漏DN50 ,个,144.0,11.73,1689.12,0.0112711333751
乙酸乙酯 ,kg,83.8408,20.0,1676.82,0.00656236693801
汽水集配器,台,7.0,22.0,1672.0,0.000547902316844
单向安全疏散指示灯（自带蓄电池） ,套,15.15,110.0,1666.5,0.00118581715717
混合龙头及配件 15,套,4.04,410.0,1656.4,0.000316217908579
入盒接头及锁扣 25,套,469.2938,3.4,1595.6,0.0367324514715
接地编织铜线 ,m,158.8,10.0,1588.0,0.0124295554164
PVC-U 上水塑料管件(室内) 40,个,648.3422,2.42,1568.99,0.050746884784
绝缘导线 BV-2.5,m,2500.823,0.62,1550.51,0.195743816531
伸缩器 DN50 ,套,4.0,375.36,1501.44,0.000313087038197
铰链 ,付,149.0,10.0,1490.0,0.0116624921728
普通钢板 δ=16-20,kg,561.9308,2.64,1483.5,0.0439833124609
镀锌钢管 150,m,14.8,98.04,1450.99,0.00115842204133
UPVC地漏DN50 ,个,144.0,10.0,1440.0,0.0112711333751
NHYJV-5*4 ,m,57.166,25.11,1435.44,0.00447448340639
界面砂浆DB ,m3,0.5978,2380.0,1422.76,4.67908578585e-05
柔性下水铸铁管接头零件(室内) 50,个,114.0641,11.95,1363.07,0.00892799780839
圆钢 Φ10以内,kg,562.1903,2.34,1360.58,0.0440036239825
镀锌圆钢 Φ10以外,kg,290.2429,3.4,1355.99,0.0227178224796
减压阀DN25 ,个,10.1,132.6,1339.26,0.000790544771446
单相三极带开关防溅插座（洗衣机） ,个,183.6,7.25,1331.1,0.0143706950532
红丹防锈漆 ,kg,112.3919,11.4,1281.27,0.00879711177207
ZRBV-4 ,m,533.252,2.4,1279.8,0.0417385723231
散热器补心 38,个,845.425,1.5,1268.14,0.0661729023168
伸缩器 DN40 ,套,4.0,316.2,1264.8,0.000313087038197
衬塑钢管接头零件室内) 100,个,12.9631,96.9,1256.12,0.00101464464621
环氧粘接剂 ,kg,28.608,43.7,1250.17,0.00223919849718
普通钢板 δ=8-15,kg,468.0077,2.67,1249.58,0.0366317861616
BV25 ,m,90.195,13.69,1234.77,0.00705972135254
镀锌钢管 80,m,27.75,44.33,1230.16,0.00217204132749
矿棉板吊顶专用龙骨38*15 ,m,396.6441,3.1,1229.6,0.0310460316218
粘结砂浆DEA ,m3,0.3268,3740.0,1222.23,2.55792110207e-05
铜端子 50,个,73.08,16.5,1205.82,0.00572010018785
焊接钢管 200,m,11.9825,100.44,1203.52,0.000937891358798
柔性下水铸铁管 75,m,22.08,54.4,1201.15,0.00172824045085
膨胀螺栓(综合) ,套,761.6707,1.56,1188.21,0.059617305886
塑料踢脚 ,m,65.8376,18.0,1185.08,0.00515322479649
黑玛钢活接头 20,个,845.425,1.4,1183.6,0.0661729023168
PVC-U 下水塑料管 75,m,88.4034,13.26,1172.23,0.00691948966813
铁制灯头盒 T1-T4,个,532.4359,2.18,1160.71,0.0416746947401
高压胶皮水管 ,m,99.9246,11.57,1156.13,0.00782127426425
YJV-5*2.5 ,m,111.1,10.38,1153.22,0.00869599248591
1:2.5水泥砂浆 1:2.5,m3,3.5284,315.67,1113.81,0.000276174076393
酒精 ,kg,133.8195,8.2,1097.32,0.010474287727
镀锌钢管接头零件(室内) 15,个,2102.7756,0.52,1093.44,0.164587946149
防水粉 ,kg,143.5828,7.854,1091.21,0.011238478397
铜端子 240,个,50.75,21.38,1085.04,0.00397229179712
球胆 100,个,41.5296,26.0,1079.77,0.00325059486537
单相三极带开关防溅插座（抽油烟机） ,个,146.88,7.25,1064.88,0.0114965560426
KBG螺纹管接头 Φ20,个,460.5336,2.3,1059.23,0.0360467752035
铜绑线2 ,kg,50.04,21.14,1057.85,0.00391671884784
闸阀DN40 ,个,8.08,130.05,1050.8,0.000632435817157
焊接钢管 15,m,206.7004,5.08,1050.04,0.0161788040075
镀锌扁钢卡子 ,kg,310.2125,3.37,1045.42,0.0242808782091
洗脸盆 ,件,4.04,255.0,1030.2,0.000316217908579
聚氯乙烯抗静电塑料地板 ,m2,59.1702,17.23,1019.5,0.00463135566688
石棉橡胶板 ,kg,125.1926,8.1,1014.06,0.00979904508453
氧气 ,m3,334.7095,3.0,1004.13,0.0261983015028
单相三极防溅插座（电热水器） ,个,146.88,6.7,984.1,0.0114965560426
柔性下水铸铁管法兰压盖 100,个,202.8144,4.8,973.51,0.0158746399499
玻璃胶(密封胶) ,支,139.4656,6.936,967.33,0.0109162179086
铜端子 25,个,150.22,3.2,966.69,0.0117579837195
手动放风门 10,个,791.84,1.2,950.21,0.0619787100814
单相二、三极防溅插座（卫生间） ,个,110.16,8.6,947.38,0.00862241703193
平焊法兰(1.6MPa以下) 100,片,30.0,30.9,927.0,0.00234815278647
衬塑钢管接头零件室内) 32,个,82.3075,11.21,922.67,0.00644235284909
球胆 75,个,41.7648,22.0,918.83,0.00326900438322
金属抱箍 ,套,182.31,5.0,911.55,0.0142697244834
单相三极防溅插座（燃气报警用） ,个,146.88,6.1,895.97,0.0114965560426
单相三极防溅插座（冰箱） ,个,146.88,6.1,895.97,0.0114965560426
槽钢 16以内,kg,227.76,3.87,881.43,0.0178271759549
镀锌钢管 25,m,64.056,13.71,878.21,0.00501377582968
阀门 ,个,33.3084,26.0,866.02,0.00260710707577
胶合剂 ,kg,145.3205,5.89,855.94,0.0113744912336
普通钢板 3mm ,m2,9.612,88.88,854.31,0.000752348152786
平焊法兰(1.0MPa以下) 100,片,34.0,25.0,850.0,0.00266123982467
设备层吸顶灯 ,套,17.17,49.0,841.33,0.00134392611146
自动排气阀DN20 ,个,22.22,37.74,838.58,0.00173919849718
柔性下水铸铁管法兰压盖 50,个,250.5248,3.3,826.73,0.0196090169067
锁紧螺母 20,个,3681.7075,0.22,809.98,0.28817372417
衬塑钢管 70,m,7.9866,100.98,806.49,0.000625125234815
汽车起重机 16t,台班,0.9395,819.8,770.2,7.35363180964e-05
粘接剂 ,kg,56.9244,13.5,768.48,0.00445557294928
直管接头 15,个,1096.8789,0.7,767.82,0.0858546415153
汽车起重机 5t,台班,1.9717,388.88,766.75,0.000154328428303
KBG接地卡子 Φ25,个,2443.4175,0.31,757.46,0.191250587038
压力表 ,支,16.6542,45.0,749.43,0.00130355353788
电缆桥架SR100*50 ,m,15.678,47.74,748.47,0.00122714464621
胶合板木门 ,m2,3.6,201.98,727.13,0.000281778334377
塑料手套 ST型,个,117.6,6.0,705.6,0.00920475892298
单相带保护门二、三极插座 ,个,106.08,6.5,689.52,0.00830306825297
截止阀DN20 ,个,18.18,37.74,686.11,0.0014229805886
ZRYJV-4*6 ,m,36.36,18.83,684.66,0.00284596117721
荧光灯管 40W,条,132.31,4.8,635.09,0.0103561365059
石棉绒 ,kg,156.6933,4.05,634.61,0.0122646603006
石灰 ,kg,4139.3968,0.153,633.33,0.323997871008
ZRBV-2.5 ,m,404.376,1.55,626.78,0.0316512210394
焊接钢管 125,m,10.2312,59.83,612.13,0.000800814026299
平焊法兰(1.6MPa以下) 150,片,12.0,50.6,607.2,0.00093926111459
铜端子 35,个,36.54,16.5,602.91,0.00286005009393
胀管扎头 ,个,5872.1084,0.1,587.21,0.459620256731
镀锌机螺钉 6～12*12～120,个,2679.04,0.218,584.03,0.209693174703
终端头卡子 ,个,230.72,2.5,576.8,0.0180588603632
散热器胶垫 δ3,个,11362.512,0.05,568.13,0.889363807138
柔性下水铸铁管接头零件(室内) 75,个,30.024,18.71,561.75,0.0023500313087
带母螺栓 12*40-60,套,1600.3356,0.339,542.51,0.125261083281
铅油 ,kg,74.1199,7.3,541.08,0.00580149499061
焊接钢管接头 20,个,718.4456,0.73,524.47,0.0562340012523
塑护套 ,个,1747.654,0.3,524.3,0.136791953663
丙酮 ,kg,84.4002,6.2,523.28,0.0066061521603
PPR三通De25 ,个,181.7,2.86,519.66,0.0142219787101
镀锌带母螺栓 8*85～100,套,1260.72,0.41,516.9,0.0986787726988
直管接头 25,个,469.2938,1.1,516.22,0.0367324514715
镀锌木螺钉 ,个,11583.52,0.044,509.67,0.906662492173
散热器丝堵 38,个,845.425,0.6,507.26,0.0661729023168
KBG直管接头 Φ25,个,814.4725,0.6,488.68,0.0637501956794
衬塑钢管接头零件室内) 15,个,143.876,3.39,487.74,0.0112614276769
衬塑钢管接头零件室内) 20,个,95.8694,5.07,486.06,0.00750386662492
金刚砂 ,kg,293.475,1.632,478.95,0.0229708046337
载重汽车 8t,台班,1.0584,446.02,472.07,8.28428303068e-05
压制弯头 150,个,26.3784,17.8,469.54,0.00206468378209
绝缘导线 BV-4,m,485.301,0.95,461.04,0.037985363181
PPR三通De25*20 ,个,145.4,3.16,459.46,0.0113807138384
橡胶圈 100,个,202.8144,2.25,456.33,0.0158746399499
聚氨脂胶粘剂 ,kg,112.1775,4.0,448.71,0.00878033030683
PVC 阻燃塑料管 32,m,91.4148,4.89,447.02,0.00715519724483
焊接钢管接头 25,个,428.2658,1.02,436.83,0.0335211177207
膨胀螺栓 Φ8,套,659.344,0.66,435.17,0.0516080150282
机油 ,kg,92.4298,4.67,431.65,0.00723464308078
Ф20钢筋 ,t,0.107,3866.0,413.66,8.37507827176e-06
喉箍 70,个,164.8,2.5,412.0,0.0128991859737
单管荧光灯（自带电容补偿） ,套,9.09,45.0,409.05,0.000711490294302
钢筋 Φ10以内,kg,110.641,3.63,401.41,0.00866006574828
PVC-U 上水塑料管 25,m,114.444,3.5,400.55,0.00895773324984
载重汽车 5t,台班,1.1717,340.29,398.72,9.17110206637e-05
球胆 50,个,22.1284,18.0,398.31,0.00173202880401
防水砂浆 ,m3,1.3,302.35,393.06,0.000101753287414
丝扣截止阀 50,个,8.08,48.6,392.69,0.000632435817157
膨胀螺栓 Φ6,套,921.1785,0.42,386.89,0.0721022620539
棉丝 ,kg,69.5918,5.5,382.75,0.00544707263619
带母螺栓 16*65-80,套,477.92,0.794,379.47,0.0374076393237
镀锌钢管 32,m,22.032,17.1,376.75,0.00172448340639
镀锌带母螺栓 10*85～100,套,660.96,0.57,376.75,0.0517345021916
清油 ,kg,28.2365,14.28,375.61,0.00221012053851
镀锌钢管接头零件(室内) 40,个,167.6872,2.21,370.59,0.0131251721979
塑料雨水斗 ,个,15.15,23.88,361.78,0.00118581715717
焊锡膏 50g/瓶,kg,14.9716,24.0,359.32,0.00117185347527
衬塑钢管接头零件室内) 25,个,47.1005,7.56,356.08,0.00368663901064
压制弯头 100,个,45.1626,7.62,344.14,0.00353495616781
减压阀DN50 ,个,1.01,339.66,343.06,7.90544771446e-05
蝶阀DN70 ,个,1.0,336.6,336.6,7.82717595492e-05
镀锌带母螺栓 10*20～35,套,1176.0804,0.28,329.3,0.0920538822793
自粘性橡胶带 ,卷,138.24,2.38,329.01,0.0108202880401
镀锌活接头 20,个,167.66,1.95,326.94,0.013123043206
玻璃钢雨水斗 Φ110,个,15.15,21.0,318.15,0.00118581715717
封铅 ,kg,11.0643,27.54,304.71,0.00086602222918
